-181.503, 23.355, 7.019, 16.186
-181.501, 23.122, 7.007, 16.219
-181.499, 22.889, 7.004, 16.252
-181.497, 22.656, 7.020, 16.285
-181.495, 22.421, 7.054, 16.318
-181.493, 22.184, 7.106, 16.351
-181.491, 21.946, 7.169, 16.384
-181.489, 21.705, 7.227, 16.417
-181.487, 21.463, 7.261, 16.450
-181.486, 21.221, 7.268, 16.483
-181.484, 20.979, 7.263, 16.516
-181.482, 20.737, 7.262, 16.549
-181.480, 20.495, 7.275, 16.582
-181.478, 20.252, 7.308, 16.615
-181.476, 20.007, 7.356, 16.648
-181.474, 19.760, 7.413, 16.681
-181.472, 19.511, 7.459, 16.714
-181.470, 19.262, 7.481, 16.747
-181.468, 19.013, 7.485, 16.780
-181.467, 18.763, 7.484, 16.813
-181.465, 18.514, 7.493, 16.846
-181.463, 18.264, 7.521, 16.879
-181.461, 18.012, 7.564, 16.912
-181.459, 17.758, 7.618, 16.945
-181.457, 17.503, 7.663, 16.978
-181.456, 17.247, 7.685, 17.011
-181.454, 16.991, 7.690, 17.044
-181.452, 16.734, 7.692, 17.077
-181.450, 16.478, 7.704, 17.110
-181.448, 16.220, 7.734, 17.143
-181.447, 15.962, 7.778, 17.176
-181.445, 15.701, 7.827, 17.209
-181.443, 15.439, 7.865, 17.242
-181.441, 15.176, 7.885, 17.275
-181.440, 14.913, 7.896, 17.308
-181.438, 14.650, 7.910, 17.341
-181.436, 14.385, 7.938, 17.374
-181.435, 14.120, 7.979, 17.407
-181.433, 13.853, 8.021, 17.440
-181.431, 13.584, 8.051, 17.473
-181.429, 13.316, 8.068, 17.506
-181.428, 13.046, 8.084, 17.539
-181.426, 12.776, 8.109, 17.572
-181.424, 12.505, 8.147, 17.605
-181.423, 12.232, 8.187, 17.638
-181.421, 11.959, 8.216, 17.671
-181.419, 11.684, 8.233, 17.704
-181.418, 11.410, 8.249, 17.737
-181.416, 11.134, 8.275, 17.770
-181.415, 10.857, 8.313, 17.803
-181.413, 10.579, 8.352, 17.836
-181.411, 10.300, 8.381, 17.869
-181.410, 10.020, 8.399, 17.902
-181.408, 9.740, 8.416, 17.935
-181.406, 9.459, 8.443, 17.968
-181.405, 9.176, 8.481, 18.001
-181.403, 8.893, 8.519, 18.034
-181.402, 8.608, 8.546, 18.067
-181.400, 8.323, 8.565, 18.100
-181.399, 8.037, 8.585, 18.133
-181.397, 7.750, 8.616, 18.166
-181.395, 7.462, 8.654, 18.199
-181.394, 7.172, 8.689, 18.232
-181.392, 6.882, 8.714, 18.265
-181.391, 6.591, 8.735, 18.298
-181.389, 6.299, 8.760, 18.331
-181.388, 6.006, 8.794, 18.364
-181.386, 5.712, 8.831, 18.397
-181.385, 5.417, 8.862, 18.430
-181.383, 5.121, 8.886, 18.463
-181.382, 4.824, 8.909, 18.496
-181.380, 4.527, 8.939, 18.529
-181.379, 4.228, 8.973, 18.562
-181.377, 3.928, 9.008, 18.595
-181.376, 3.627, 9.037, 18.628
-181.374, 3.325, 9.063, 18.661
-181.372, 3.022, 9.091, 18.694
-181.371, 2.718, 9.123, 18.727
-181.369, 2.413, 9.156, 18.760
-181.368, 2.107, 9.188, 18.793
-181.367, 1.800, 9.216, 18.826
-181.365, 1.492, 9.243, 18.859
-181.364, 1.183, 9.273, 18.892
-181.362, 0.874, 9.307, 18.925
-181.361, 0.562, 9.341, 18.958
-181.359, 0.250, 9.371, 18.991
-181.358, -0.063, 9.400, 19.024
-181.356, -0.377, 9.430, 19.057
-181.355, -0.692, 9.462, 19.090
-181.353, -1.008, 9.495, 19.123
-181.352, -1.326, 9.527, 19.156
-181.350, -1.644, 9.558, 19.189
-181.349, -1.963, 9.589, 19.222
-181.347, -2.284, 9.620, 19.255
-181.346, -2.605, 9.652, 19.288
-181.344, -2.928, 9.684, 19.321
-181.343, -3.251, 9.717, 19.354
-181.341, -3.576, 9.750, 19.387
-181.340, -3.902, 9.781, 19.420
-181.338, -4.229, 9.814, 19.453
-181.337, -4.557, 9.847, 19.486
-181.335, -4.886, 9.880, 19.519
-181.334, -5.216, 9.912, 19.552
-181.332, -5.547, 9.945, 19.585
-181.331, -5.880, 9.978, 19.618
-181.329, -6.213, 10.011, 19.651
-181.328, -6.548, 10.045, 19.684
-181.326, -6.883, 10.078, 19.717
-181.325, -7.220, 10.111, 19.750
-181.323, -7.558, 10.144, 19.783
-181.322, -7.897, 10.177, 19.816
-181.321, -8.237, 10.212, 19.849
-181.319, -8.578, 10.246, 19.882
-181.318, -8.921, 10.281, 19.915
-181.316, -9.264, 10.315, 19.948
-181.315, -9.609, 10.349, 19.981
-181.313, -9.955, 10.382, 20.014
-181.311, -10.302, 10.417, 20.047
-181.310, -10.650, 10.452, 20.080
-181.308, -10.999, 10.487, 20.113
-181.307, -11.350, 10.522, 20.146
-181.305, -11.701, 10.557, 20.179
-181.304, -12.054, 10.591, 20.212
-181.302, -12.408, 10.626, 20.245
-181.301, -12.763, 10.661, 20.278
-181.299, -13.119, 10.697, 20.311
-181.298, -13.477, 10.733, 20.344
-181.296, -13.835, 10.769, 20.377
-181.295, -14.195, 10.805, 20.410
-181.293, -14.556, 10.840, 20.443
-181.292, -14.919, 10.876, 20.476
-181.290, -15.282, 10.912, 20.509
-181.288, -15.647, 10.948, 20.542
-181.287, -16.013, 10.984, 20.575
-181.285, -16.380, 11.021, 20.608
-181.284, -16.748, 11.058, 20.641
-181.282, -17.117, 11.095, 20.674
-181.280, -17.488, 11.131, 20.707
-181.279, -17.860, 11.167, 20.740
-181.277, -18.233, 11.205, 20.773
-181.276, -18.608, 11.243, 20.806
-181.274, -18.984, 11.281, 20.839
-181.272, -19.361, 11.318, 20.872
-181.271, -19.739, 11.355, 20.905
-181.269, -20.118, 11.392, 20.938
-181.267, -20.499, 11.430, 20.971
-181.266, -20.881, 11.469, 21.004
-181.264, -21.264, 11.508, 21.037
